Keyword,Title,Published Date,Url,Abstract
oncology,"Epidemiology of 7375 children and adolescents hospitalized with COVID-19 in Germany, reported via a prospective, nationwide surveillance study in 2020–2022",2024-01-02,https://www.nature.com/articles/s41598-023-49210-1,"By means of a nationwide, prospective, multicenter, observational cohort registry collecting data on 7375 patients with laboratory-confirmed SARS-CoV-2 admitted to children's hospitals in Germany, March 2020–November 2022, our study assessed the clinical features of children and adolescents hospitalized due to SARS-CoV-2, evaluated which of these patients might be at highest risk for severe COVID-19, and identified underlying risk factors. Outcomes tracked included: symptomatic infection, case fatality, sequelae at discharge and severe disease. Among reported cases, median age was one year, with 42% being infants. Half were admitted for reasons other than SARS-CoV-2. In 27%, preexisting comorbidities were present, most frequently obesity, neurological/neuromuscular disorders, premature birth, and respiratory, cardiovascular or gastrointestinal diseases. 3.0% of cases were admitted to ICU, but ICU admission rates varied as different SARS-CoV-2 variants gained prevalence. Main risk factors linked to ICU admission due to COVID-19 were: patient age (> 12 and 1–4 years old), obesity, neurological/neuromuscular diseases, Trisomy 21 or other genetic syndromes, and coinfections at time of hospitalization. With Omicron, the group at highest risk shifted to 1–4-year-olds. For both health care providers and the general public, understanding risk factors for severe disease is critical to informing decisions about risk-reduction measures, including vaccination and masking guidelines."
oncology,Evaluation of the reliability and readability of ChatGPT-4 responses regarding hypothyroidism during pregnancy,2024-01-02,https://www.nature.com/articles/s41598-023-50884-w,"Hypothyroidism is characterized by thyroid hormone deficiency and has adverse effects on both pregnancy and fetal health. Chat Generative Pre-trained Transformer (ChatGPT) is a large language model trained with a very large database from many sources. Our study was aimed to evaluate the reliability and readability of ChatGPT-4 answers about hypothyroidism in pregnancy. A total of 19 questions were created in line with the recommendations in the latest guideline of the American Thyroid Association (ATA) on hypothyroidism in pregnancy and were asked to ChatGPT-4. The reliability and quality of the responses were scored by two independent researchers using the global quality scale (GQS) and modified DISCERN tools. The readability of ChatGPT was assessed used Flesch Reading Ease (FRE) Score, Flesch-Kincaid grade level (FKGL), Gunning Fog Index (GFI), Coleman-Liau Index (CLI), and Simple Measure of Gobbledygook (SMOG) tools. No misleading information was found in any of the answers. The mean mDISCERN score of the responses was 30.26 ± 3.14; the median GQS score was 4 (2–4). In terms of reliability, most of the answers showed moderate (78.9%) followed by good (21.1%) reliability. In the readability analysis, the median FRE was 32.20 (13.00–37.10). The years of education required to read the answers were mostly found at the university level [9 (47.3%)]. Although ChatGPT-4 has significant potential, it can be used as an auxiliary information source for counseling by creating a bridge between patients and clinicians about hypothyroidism in pregnancy. Efforts should be made to improve the reliability and readability of ChatGPT."
oncology,Exploring shared therapeutic targets in diabetic cardiomyopathy and diabetic foot ulcers through bioinformatics analysis,2024-01-02,https://www.nature.com/articles/s41598-023-50954-z,"Advanced diabetic cardiomyopathy (DCM) patients are often accompanied by severe peripheral artery disease. For patients with DCM combined with diabetic foot ulcer (DFU), there are currently no good therapeutic targets and drugs. Here, we investigated the underlying network of molecular actions associated with the occurrence of these two complications. The datasets were downloaded from the Gene Expression Omnibus (GEO) database. We performed enrichment and protein–protein interaction analyses, and screened for hub genes. Construct transcription factors (TFs) and microRNAs regulatory networks for validated hub genes. Finally, drug prediction and molecular docking verification were performed. We identified 299 common differentially expressed genes (DEGs), many of which were involved in inflammation and lipid metabolism. 6 DEGs were identified as hub genes (PPARG, JUN, SLC2A1, CD4, SCARB1 and SERPINE1). These 6 hub genes were associated with inflammation and immune response. We identified 31 common TFs and 2 key miRNAs closely related to hub genes. Interestingly, our study suggested that fenofibrate, a lipid-lowering medication, holds promise as a potential treatment for DCM combined with DFU due to its stable binding to the identified hub genes. Here, we revealed a network involves a common target for DCM and DFU. Understanding these networks and hub genes is pivotal for advancing our comprehension of the multifaceted complications of diabetes and facilitating the development of future therapeutic interventions."
oncology,FOXP3+ regulatory T cell perturbation mediated by the IFNγ-STAT1-IFITM3 feedback loop is essential for anti-tumor immunity,2024-01-02,https://www.nature.com/articles/s41467-023-44391-9,"Targeting tumor-infiltrating regulatory T cells (Tregs) is an efficient way to evoke an anti-tumor immune response. However, how Tregs maintain their fragility and stability remains largely unknown. IFITM3 and STAT1 are interferon-induced genes that play a positive role in the progression of tumors. Here, we showed that IFITM3-deficient Tregs blunted tumor growth by strengthening the tumor-killing response and displayed the Th1-like Treg phenotype with higher secretion of IFNγ. Mechanistically, depletion of IFITM3 enhances the translation and phosphorylation of STAT1. On the contrary, the decreased IFITM3 expression in STAT1-deficient Tregs indicates that STAT1 conversely regulates the expression of IFITM3 to form a feedback loop. Blocking the inflammatory cytokine IFNγ or directly depleting STAT1-IFITM3 axis phenocopies the restored suppressive function of tumor-infiltrating Tregs in the tumor model. Overall, our study demonstrates that the perturbation of tumor-infiltrating Tregs through the IFNγ-IFITM3-STAT1 feedback loop is essential for anti-tumor immunity and constitutes a targetable vulnerability of cancer immunotherapy."
oncology,Gut microbial metabolite facilitates colorectal cancer development via ferroptosis inhibition,2024-01-02,https://www.nature.com/articles/s41556-023-01314-6,"The gut microbiota play a pivotal role in human health. Emerging evidence indicates that gut microbes participate in the progression of tumorigenesis through the generation of carcinogenic metabolites. However, the underlying molecular mechanism is largely unknown. In the present study we show that a tryptophan metabolite derived from Peptostreptococcus anaerobius, trans-3-indoleacrylic acid (IDA), facilitates colorectal carcinogenesis. Mechanistically, IDA acts as an endogenous ligand of an aryl hydrocarbon receptor (AHR) to transcriptionally upregulate the expression of ALDH1A3 (aldehyde dehydrogenase 1 family member A3), which utilizes retinal as a substrate to generate NADH, essential for ferroptosis-suppressor protein 1(FSP1)-mediated synthesis of reduced coenzyme Q10. Loss of AHR or ALDH1A3 largely abrogates IDA-promoted tumour development both in vitro and in vivo. It is interesting that P. anaerobius is significantly enriched in patients with colorectal cancer (CRC). IDA treatment or implantation of P. anaerobius promotes CRC progression in both xenograft model and ApcMin/+ mice. Together, our findings demonstrate that targeting the IDA–AHR–ALDH1A3 axis should be promising for ferroptosis-related CRC treatment."
oncology,Gut microbiota facilitate chronic spontaneous urticaria,2024-01-02,https://www.nature.com/articles/s41467-023-44373-x,"Chronic spontaneous urticaria (CSU) comes with gut dysbiosis, but its relevance remains elusive. Here we use metagenomics sequencing and short-chain fatty acids metabolomics and assess the effects of human CSU fecal microbial transplantation, Klebsiella pneumoniae, Roseburia hominis, and metabolites in vivo. CSU gut microbiota displays low diversity and short-chain fatty acids production, but high gut Klebsiella pneumoniae levels, negatively correlates with blood short-chain fatty acids levels and links to high disease activity. Blood lipopolysaccharide levels are elevated, link to rapid disease relapse, and high gut levels of conditional pathogenic bacteria. CSU microbiome transfer and Klebsiella pneumoniae transplantation facilitate IgE-mediated mast cell(MC)-driven skin inflammatory responses and increase intestinal permeability and blood lipopolysaccharide accumulation in recipient mice. Transplantation of Roseburia hominis and caproate administration protect recipient mice from MC-driven skin inflammation. Here, we show gut microbiome alterations, in CSU, may reduce short-chain fatty acids and increase lipopolysaccharide levels, respectively, and facilitate MC-driven skin inflammation."
oncology,HSV1 microRNAs in glioblastoma development: an in silico study,2024-01-02,https://www.nature.com/articles/s41598-023-45249-2,"Glioblastoma multiforme (GBM) is a highly aggressive primary brain tumor. Recent findings highlighted the significance of viral microRNAs (miRs) in regulating post-transcriptional mRNA expression in various human conditions. Although HSV1 encodes viral miRs and affects the central nervous system, no study investigated the roles of HSV1-encoding miRs in GBM development. This study applied in silico approaches to investigate whether HSV1-encoding miRs are involved in GBM development and, if so, how they regulate tumor-suppressive/oncogenes expression in GBM. This study leveraged bioinformatics approaches to identify the potential effect of HSV1 miRs in GBM development. The GSE158284, GSE153679, and GSE182109 datasets were analyzed to identify differentially expressed genes in GBM tissues and cell lines using the limma package in the R software. The GSE182109 dataset was analyzed to determine gene expression at the single-cell levels using the Seurat package in the R software. The TCGA-GTEX, GDSC, CTRP, immunogenetic, and enrichment analyses were performed to study the impact of identified viral HSV1 miRs targets in GBM development. hsv1-miR-H6-3p is upregulated in GBM and can be responsible for EPB41L1 and SH3PXD2A downregulation in GBM tissues. Also, hsv1-miR-H1-5p is upregulated in GBM and can decrease the expression of MELK, FZD2, NOVA1, TMEM97, PTPRZ1, and PDGFC in GBM development. The single-cell RNA sequencing analyses have demonstrated that MELK, FZD2, NOVA1, TMEM97, PTPRZ1, and PDGFC are expressed in astrocytes residing in the GBM microenvironment. This study provides novel insights into the potential roles of HSV1 miRs in GBM pathogenesis and offers a reference for further studies on the significance of HSV1 miRs in GBM development."
oncology,High throughput intracellular delivery by viscoelastic mechanoporation,2024-01-02,https://www.nature.com/articles/s41467-023-44447-w,"Brief pulses of electric field (electroporation) and/or tensile stress (mechanoporation) have been used to reversibly permeabilize the plasma membrane of mammalian cells and deliver materials to the cytosol. However, electroporation can be harmful to cells, while efficient mechanoporation strategies have not been scalable due to the use of narrow constrictions or needles which are susceptible to clogging. Here we report a high throughput approach to mechanoporation in which the plasma membrane is stretched and reversibly permeabilized by viscoelastic fluid forces within a microfluidic chip without surface contact. Biomolecules are delivered directly to the cytosol within seconds at a throughput exceeding 250 million cells per minute. Viscoelastic mechanoporation is compatible with a variety of biomolecules including proteins, RNA, and CRISPR-Cas9 ribonucleoprotein complexes, as well as a range of cell types including HEK293T cells and primary T cells. Altogether, viscoelastic mechanoporation appears feasible for contact-free permeabilization and delivery of biomolecules to mammalian cells ex vivo."
oncology,IL-10-expressing CAR T cells resist dysfunction and mediate durable clearance of solid tumors and metastases,2024-01-02,https://www.nature.com/articles/s41587-023-02060-8,"The success of chimeric antigen receptor (CAR) T cell therapy in treating several hematopoietic malignancies has been difficult to replicate in solid tumors, in part because of T cell exhaustion and eventually dysfunction. To counter T cell dysfunction in the tumor microenvironment, we metabolically armored CAR T cells by engineering them to secrete interleukin-10 (IL-10). We show that IL-10 CAR T cells preserve intact mitochondrial structure and function in the tumor microenvironment and increase oxidative phosphorylation in a mitochondrial pyruvate carrier-dependent manner. IL-10 secretion promoted proliferation and effector function of CAR T cells, leading to complete regression of established solid tumors and metastatic cancers across several cancer types in syngeneic and xenograft mouse models, including colon cancer, breast cancer, melanoma and pancreatic cancer. IL-10 CAR T cells also induced stem cell-like memory responses in lymphoid organs that imparted durable protection against tumor rechallenge. Our results establish a generalizable approach to counter CAR T cell dysfunction through metabolic armoring, leading to solid tumor eradication and long-lasting immune protection."
oncology,Identification of hub genes distinguishing subtypes in endometrial stromal sarcoma through comprehensive bioinformatics analysis,2024-01-02,https://www.nature.com/articles/s41598-023-47668-7,"Diagnosing low-grade and high-grade endometrial stromal sarcoma (LG-ESS and HG-ESS) is a challenge. This study aimed to identify biomarkers. 22 ESS cases were analyzed using Illumina microarrays. Differentially expressed genes (DEGs) were identified via Limma. DEGs were analyzed with String and Cytoscape. Core genes were enriched with GO and KEGG, their pan-cancer implications and immune aspects were studied. 413 DEGs were found by exome sequencing, 2174 by GSE85383 microarray. 36 common genes were identified by Venn analysis, and 10 core genes including RBFOX1, PCDH7, FAT1 were selected. Core gene GO enrichment included cell adhesion, T cell proliferation, and KEGG focused on related pathways. Expression was evaluated across 34 cancers, identifying immune DEGs IGF1 and AVPR1A. Identifying the DEGs not only helps improve our understanding of LG-ESS, HG-ESS but also promises to be potential biomarkers for differential diagnosis between LG-ESS and HG-ESS and new therapeutic targets."
oncology,Impact of radiation doses on clinical relapse of biochemically recurrent prostate cancer after prostatectomy,2024-01-02,https://www.nature.com/articles/s41598-023-50434-4,"The relationship between radiation doses and clinical relapse in patients receiving salvage radiotherapy (SRT) for biochemical recurrence (BCR) after radical prostatectomy (RP) remains unclear. We identified 292 eligible patients treated with SRT between 2005 and 2018 at 15 institutions. Clinical relapse-free survival (cRFS) between the ≥ 66 Gy (n = 226) and < 66 Gy groups (n = 66) were compared using the Log-rank test, followed by univariate and multivariate analyses and a subgroup analysis. After a median follow-up of 73 months, 6-year biochemical relapse-free survival, cRFS, cancer-specific survival, and overall survival rates were 58, 92, 98, and 94%, respectively. Six-year cRFS rates in the ≥ 66 Gy and < 66 Gy groups were 94 and 87%, respectively (p = 0.022). The multivariate analysis revealed that Gleason score ≥ 8, seminal vesicle involvement, PSA at BCR after RP ≥ 0.5 ng/ml, and a dose < 66 Gy correlated with clinical relapse (p = 0.015, 0.012, 0.024, and 0.0018, respectively). The subgroup analysis showed the consistent benefit of a dose ≥ 66 Gy in patients across most subgroups. Doses ≥ 66 Gy were found to  significantly, albeit borderline, increase the risk of late grade ≥ 2 GU toxicity compared to doses < 66 Gy (14% vs. 3.2%, p = 0.055).  This large multi-institutional retrospective study demonstrated that a higher SRT dose (≥ 66 Gy) resulted in superior cRFS."
oncology,In-vivo studies of targeted and localized cancer drug release from microporous poly-di-methyl-siloxane (PDMS) devices for the treatment of triple negative breast cancer,2024-01-02,https://www.nature.com/articles/s41598-023-50656-6,"Triple-negative breast cancer (TNBC) treatment is challenging and frequently characterized by an aggressive phenotype and low prognosis in comparison to other subtypes. This paper presents fabricated implantable drug-loaded microporous poly-di-methyl-siloxane (PDMS) devices for the delivery of targeted therapeutic agents [Luteinizing Hormone-Releasing Hormone conjugated paclitaxel (PTX-LHRH) and Luteinizing Hormone-Releasing Hormone conjugated prodigiosin (PG-LHRH)] for the treatment and possible prevention of triple-negative cancer recurrence. In vitro assessment using the Alamar blue assay demonstrated a significant reduction (p < 0.05) in percentage of cell growth in a time-dependent manner in the groups treated with PG, PG-LHRH, PTX, and PTX-LHRH. Subcutaneous triple-negative xenograft breast tumors were then induced in athymic female nude mice that were four weeks old. Two weeks later, the tumors were surgically but partially removed, and the device implanted. Mice were observed for tumor regrowth and organ toxicity. The animal study revealed that there was no tumor regrowth, six weeks post-treatment, when the LHRH targeted drugs (LHRH-PTX and LHRH-PGS) were used for the treatment. The possible cytotoxic effects of the released drugs on the liver, kidney, and lung are assessed using quantitative biochemical assay from blood samples of the treatment groups. Ex vivo histopathological results from organ tissues showed that the targeted cancer drugs released from the implantable drug-loaded device did not induce any adverse effect on the liver, kidneys, or lungs, based on the results of qualitative toxicity studies. The implications of the results are discussed for the targeted and localized treatment of triple negative breast cancer."
oncology,Inhibition of DNMT3B expression in activated hepatic stellate cells overcomes chemoresistance in the tumor microenvironment of hepatocellular carcinoma,2024-01-02,https://www.nature.com/articles/s41598-023-50680-6,"Hepatocellular carcinoma (HCC) is a complex disease associated with a plethora of environmental and genetic/hereditary causative risk factors, more so than other oncological indications. Additionally, patients with HCC exhibit fibrosis, cirrhosis, and liver-related disease. This complicated etiology can affect the disease course and likely contributes to its poor prognosis. In this study, we aimed to improve HCC therapy by evaluating combination treatment using anti-cancer and anti-fibrosis drugs via identification of novel anti-fibrosis drugs. We performed high-throughput screening of 10,000 compounds to identify hepatic fibrosis inhibitors through morphometry analysis of multicellular hepatic spheroid (MCHS) models and identified CHIR-99021 as a candidate anti-fibrotic drug. Treatment with CHIR-99021 induced loss of cell–cell interactions and suppression of extracellular matrix-related protein expression via reprogramming of hepatic stellate cell (HSC) activation in MCHSs. In particular, CHIR-99021 regulated DNMT3B expression only in activated HSCs. Moreover, CHIR-99021 markedly improved the efficacy of sorafenib in HCC- multicellular tumor spheroids in vitro and through induction of apoptosis by decreasing DNMT3B expression in vivo. In summary, these findings suggest that targeting HSC reprogramming by attenuation of DNMT3B expression in the tumor environment might represent a promising therapeutic strategy for liver fibrosis and HCC."
