Keyword,Title,URL,Abstract,Affiliations,Keywords,Publication Date
Keyword,Title,URL,Abstract,Affiliations,Keywords,Publication Date
lymphoma,"Associations Between Stress, Health Behaviors, and Quality of Life in Young Couples During the Transition to Survivorship: Protocol for a Measurement Burst Study.",https://pubmed.ncbi.nlm.nih.gov/38652520,"Background:
        
      
      Cancer is a life-threatening, stressful event, particularly for young adults due to delays and disruptions in their developmental transitions. Cancer treatment can also cause adverse long-term effects, chronic conditions, psychological issues, and decreased quality of life (QoL) among young adults. Despite numerous health benefits of health behaviors (eg, physical activity, healthy eating, no smoking, no alcohol use, and quality sleep), young adult cancer survivors report poor health behavior profiles. Determining the associations of stress (either cancer-specific or day-to-day stress), health behaviors, and QoL as young adult survivors transition to survivorship is key to understanding and enhancing these survivors' health. It is also crucial to note that the effects of stress on health behaviors and QoL may manifest on a shorter time scale (eg, daily within-person level). Moreover, given that stress spills over into romantic relationships, it is important to identify the role of spouses or partners (hereafter partners) in these survivors' health behaviors and QoL.
    


          Objective:
        
      
      This study aims to investigate associations between stress, health behaviors, and QoL at both within- and between-person levels during the transition to survivorship in young adult cancer survivors and their partners, to identify the extent to which young adult survivors' and their partners' stress facilitates or hinders their own and each other's health behaviors and QoL.
    


          Methods:
        
      
      We aim to enroll 150 young adults (aged 25-39 years at the time of cancer diagnosis) who have recently completed cancer treatment, along with their partners. We will conduct a prospective longitudinal study using a measurement burst design. Participants (ie, survivors and their partners) will complete a daily web-based survey for 7 consecutive days (a ""burst"") 9 times over 2 years, with the bursts spaced 3 months apart. Participants will self-report their stress, health behaviors, and QoL. Additionally, participants will be asked to wear an accelerometer to assess their physical activity and sleep during the burst period. Finally, dietary intake (24-hour diet recalls) will be assessed during each burst via telephone by research staff.
    


          Results:
        
      
      Participant enrollment began in January 2022. Recruitment and data collection are expected to conclude by December 2024 and December 2026, respectively.
    


          Conclusions:
        
      
      To the best of our knowledge, this will be the first study that determines the interdependence of health behaviors and QoL of young adult cancer survivors and their partners at both within- and between-person levels. This study is unique in its focus on the transition to cancer survivorship and its use of a measurement burst design. Results will guide the creation of a developmentally appropriate dyadic psychosocial or behavioral intervention that improves both young adult survivors' and their partners' health behaviors and QoL and potentially their physical health.
    


          International registered report identifier (irrid):
        
      
      DERR1-10.2196/53307.","Affiliations
          

1 Department of Health Disparities Research, The University of Texas MD Anderson Cancer Center, Houston, TX, United States.
2 Department of Pediatrics, The University of Texas MD Anderson Cancer Center, Houston, TX, United States.
3 Department of Behavioral Science, The University of Texas MD Anderson Cancer Center, Houston, TX, United States.
4 Department of Biostatistics, The University of Texas MD Anderson Cancer Center, Houston, TX, United States.
5 The Center for Clinical Research and Evidence-Based Medicine, The University of Texas McGovern Medical School, Houston, TX, United States.
6 Department of Neuro-Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX, United States.
7 Department of Lymphoma-Myeloma, The University of Texas MD Anderson Cancer Center, Houston, TX, United States.
8 Department of Sarcoma Medical Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX, United States.
9 Department of Breast Medical Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX, United States.
10 Department of Colon & Rectal Surgery, The University of Texas MD Anderson Cancer Center, Houston, TX, United States.; Affiliations
          

1 Department of Health Disparities Research, The University of Texas MD Anderson Cancer Center, Houston, TX, United States.
2 Department of Pediatrics, The University of Texas MD Anderson Cancer Center, Houston, TX, United States.
3 Department of Behavioral Science, The University of Texas MD Anderson Cancer Center, Houston, TX, United States.
4 Department of Biostatistics, The University of Texas MD Anderson Cancer Center, Houston, TX, United States.
5 The Center for Clinical Research and Evidence-Based Medicine, The University of Texas McGovern Medical School, Houston, TX, United States.
6 Department of Neuro-Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX, United States.
7 Department of Lymphoma-Myeloma, The University of Texas MD Anderson Cancer Center, Houston, TX, United States.
8 Department of Sarcoma Medical Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX, United States.
9 Department of Breast Medical Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX, United States.
10 Department of Colon & Rectal Surgery, The University of Texas MD Anderson Cancer Center, Houston, TX, United States.",,2024 Apr 23:13:e53307.
lymphoma,Supportive care measures for bispecific T-cell engager therapies in haematological malignancies.,https://pubmed.ncbi.nlm.nih.gov/38652455,"Purpose of review:
        
      
      Bispecific T-cell engager (TCE) therapies are revolutionizing the treatment of several haematological malignancies, including B-cell acute lymphoblastic leukaemia, various subtypes of B-cell non-Hodgkin lymphoma, and multiple myeloma. Due to their unique mode of action in activating endogenous T cells, they are associated with several important early side effects, including cytokine release syndrome and immune effector cell-associated neurotoxicity syndrome, as well as target-specific toxicities and a significant risk of infection.
    


          Recent findings:
        
      
      Currently, supportive care measures for TCEs have largely been inferred from other T-cell therapies, such as CAR-T (chimeric antigen receptor) therapy. Further research into TCE-specific supportive care measures is needed to improve the tolerability of these therapies for patients. A key question moving forward is understanding how to predict and minimize early toxicity (cytokine release syndrome and immune effector cell-associated neurotoxicity syndrome). Associated infection risk is a significant cause of patient morbidity, therefore a better understanding of how to optimize TCE-dosing and prophylactic measures, such as intravenous immunoglobulin and antimicrobials, will be crucial to achieving an improved balance of toxicity and efficacy. Enabling early outpatient delivery of these therapies to select patients at lower risk of toxicity may also help to improve patient experience and quality of life.
    


          Summary:
        
      
      Here we review up-to-date guidance and literature on existing supportive care measures for bispecific TCE therapy-related toxicities. We highlight both unique and serious side effects of TCE therapies that require improved management strategies to enable more patients to benefit from these efficacious drugs.","Affiliations
          

1 Department of Haematology, MRC Weatherall Institute of Molecular Medicine, Oxford University, Oxford.
2 Haematology Department, Oxford University Hospitals NHS Foundation Trust, Oxford, UK.; Affiliations
          

1 Department of Haematology, MRC Weatherall Institute of Molecular Medicine, Oxford University, Oxford.
2 Haematology Department, Oxford University Hospitals NHS Foundation Trust, Oxford, UK.",,2024 Apr 23.
lymphoma,"Correspondence to C-reactive protein levels, the prognostic nutritional index, and the lactate dehydrogenase-to-lymphocyte ratio are important prognostic factors in primary central nervous system lymphoma: a single-center study of 223 patients.",https://pubmed.ncbi.nlm.nih.gov/38652354,No abstract available,"Affiliations
          

1 Department of Medicine, Jinnah Sindh Medical University, Rafiqi H J Shaheed Road, Karachi, Pakistan. aadeshkumar605@gmail.com.
2 Department of Medicine, Jinnah Sindh Medical University, Rafiqi H J Shaheed Road, Karachi, Pakistan.; Affiliations
          

1 Department of Medicine, Jinnah Sindh Medical University, Rafiqi H J Shaheed Road, Karachi, Pakistan. aadeshkumar605@gmail.com.
2 Department of Medicine, Jinnah Sindh Medical University, Rafiqi H J Shaheed Road, Karachi, Pakistan.",,2024 Apr 23;47(1):184.
lymphoma,Combination of Sjogren's syndrome and anti-Ku syndrome complicated by the development of mucosa-associated lymphoid tissue lymphoma: case review and systematic review of the literature.,https://pubmed.ncbi.nlm.nih.gov/38652335,"The frequency of antibodies to Ku varies in various autoimmune diseases. In 2019, Spielmann et al. identified two types of anti-Ku syndrome based on a hierarchical clustering analysis. Sjögren's syndrome occurs both in the first type of anti-Ku syndrome and in the second type. Despite the fact that increased tissue expression of Ku proteins was noted in lymphocytic cells with focal sialoadenitis of the minor salivary glands in patients with primary Sjogren's syndrome, only 49 cases of a combination of anti-Ku antibodies and manifestations of Sjogren's syndrome have been described in the literature. Some researchers examined patients for the presence of Sjogren's syndrome only if they had anti-Ro or anti-La antibodies, although in the literature, there are descriptions of Sjogren's syndrome in the presence of only isolated anti-Ku antibodies, as in our case. Literature data on glandular and extraglandular manifestations of Sjögren's syndrome in anti-Ku-positive patients are limited. Below, we present the first case of Sjögren's syndrome in combination with the first type of anti-Ku syndrome complicated by the development of mucosa-associated lymphoid tissue (MALT) lymphoma. The article also provides a systematic review of the literature on the association of Sjögren's syndrome with anti-Ku antibodies.","Affiliations
          

1 Rheumatology Department, Moscow City Hospital №52, Moscow, Russia. Ksan7ch@mail.ru.
2 Department of Intensive Methods of Therapy, V.A. Nasonova Research Institute of Rheumatology, Moscow, Russia.
3 Rheumatology Department №5, V. A. Nasonova Research Institute of Rheumatology, Moscow, Russia.; Affiliations
          

1 Rheumatology Department, Moscow City Hospital №52, Moscow, Russia. Ksan7ch@mail.ru.
2 Department of Intensive Methods of Therapy, V.A. Nasonova Research Institute of Rheumatology, Moscow, Russia.
3 Rheumatology Department №5, V. A. Nasonova Research Institute of Rheumatology, Moscow, Russia.",,2024 Apr 23.
lymphoma,Long-term remission after upfront autologous hematopoietic stem cell transplant for CD5(+) diffuse large-B cell lymphoma.,https://pubmed.ncbi.nlm.nih.gov/38652119,"CD5+ diffuse large B-cell lymphoma (DLBCL) is a rare subtype characterized by an inferior outcome. While dose-dense therapy shows promising activity, the optimal management remains to be determined. To evaluate the benefit of consolidative autologous hematopoietic stem cell transplantation (ASCT), we retrospectively reviewed the medical records of 47 consecutive patients with newly diagnosed de novo CD5+ DLBCL. Of 19 patients ≤ 70 of age with age-adjusted International Prognostic Index 2-3, eight underwent upfront ASCT, and nine did not, despite preserved organ function and response after induction therapy. The remaining two, ineligible for ASCT due to early progression or comorbidities, had a dismal clinical course. Among younger 17 high-risk patients eligible for ASCT, ASCT was associated with better overall (p = 0.0327) and progression-free survival (p = 0.0184). Younger patients without ASCT demonstrated similar outcomes to older patients with similar risk profiles. ASCT could be considered for high-risk CD5+ DLBCL with a response after induction therapy.","Affiliations
          

1 Department of Hematology and Oncology, Graduate School of Medicine, The University of Tokyo, Tokyo, Japan.
2 Department of Cell Therapy and Transplantation, The University of Tokyo Hospital, Tokyo, Japan.
3 Department of Pathology, Graduate School of Medicine, The University of Tokyo, Tokyo, Japan.; Affiliations
          

1 Department of Hematology and Oncology, Graduate School of Medicine, The University of Tokyo, Tokyo, Japan.
2 Department of Cell Therapy and Transplantation, The University of Tokyo Hospital, Tokyo, Japan.
3 Department of Pathology, Graduate School of Medicine, The University of Tokyo, Tokyo, Japan.",,2024 Apr 23:1-9.
lymphoma,Persistent Cytopenia After CD19 CAR T Therapy in Relapsed/Refractory DLBCL Patients Could Be a Predictor of Efficacy and Side Effects.,https://pubmed.ncbi.nlm.nih.gov/38651796,"Hematological toxicity is a severe adverse event (AE) in anti-CD19 chimeric antigen receptor (CAR) T cell therapy for relapsed/refractory (R/R) diffuse large B-cell lymphoma (DLBCL). However, the pathophysiological mechanism underlying prolonged cytopenia and the relationship between persistent cytopenia, efficacy, and AEs after anti-CD19 CAR T cell therapy are unknown. Therefore, this study explored whether persistent cytopenia after anti-CD19 CAR T cell therapy in patients with R/R DLBCL can predict therapeutic efficacy and AEs. Thirty-eight patients with R/R DLBCL were enrolled in an anti-CD19 CAR T cell therapy clinical trial. Patients received lymphodepleting chemotherapy with fludarabine and cyclophosphamide before CAR T cell therapy. The degree and duration of cytopenia, clinical response, proportion of CAR T cells, interleukin-6 (IL-6) levels, AEs, and follow-up were observed after therapy. Grades 3-4 persistent cytopenia occurred in 14 patients with R/R DLBCL, who recovered 8-18 weeks after CAR T cell infusion. These patients achieved an objective response rate (ORR) for anti-CD19 CAR T cell therapy. In patients who achieved ORR, the incidence of Grades 3-4 persistent cytopenia was higher in patients with a high tumor load than in those without a high tumor load. The mean peaks of IL-6 and anti-CD19 CAR T cells and the cytokine release syndrome grade in patients with Grades 3-4 persistent cytopenia were higher than those in patients without persistent cytopenia. Anti-CD19 CAR T cells were observed 21 and 28 days after infusion, and patients had Grades 3-4 persistent cytopenia. Progression-free and overall survival were higher in patients with Grades 3-4 persistent cytopenia than in those without cytopenia. Therefore, persistent cytopenia after anti-CD19 CAR T cell therapy in patients with R/R DLBCL can predict therapeutic efficacy and AEs, allowing clinicians to determine the efficiency of CD-19 CAR T cell therapy and the associated AEs.","Affiliation
          

1 Department of Hematology, Tianjin First Central Hospital, School of Medicine, Nankai University, Tianjin, China.; Affiliation
          

1 Department of Hematology, Tianjin First Central Hospital, School of Medicine, Nankai University, Tianjin, China.",,2024 Jan-Dec:33:9636897241247951.
lymphoma,Ruptured Baker Cyst on 18F-FDG PET/CT.,https://pubmed.ncbi.nlm.nih.gov/38651792,"A 78-year-old woman with diffuse large B-cell lymphoma was referred for an 18F-FDG PET/CT to evaluate therapy response after 6 cycles of R-mini-CHOP. A new 18F-FDG accumulation was noticed medial in the upper part of the right lower leg, spreading along the medial head of the gastrocnemius muscle. The shaft-bow-looking curvature, arch sign, of 18F-FDG revealed a fluid collection on CT. This typical pattern and its specific location are indicative of a ruptured Baker's cyst. It can manifest in 1 or both legs.","Affiliations
          

1 From the Department of Radiology and Nuclear Medicine, Radboud University Medical Center, Nijmegen.
2 Department of Radiology, Sint Maartenskliniek, Ubbergen.
3 Departments of Hematology, and.; Affiliations
          

1 From the Department of Radiology and Nuclear Medicine, Radboud University Medical Center, Nijmegen.
2 Department of Radiology, Sint Maartenskliniek, Ubbergen.
3 Departments of Hematology, and.",,2024 Apr 19.
lymphoma,Reclaiming Self-Balancing on a Tightrope Across Time a grounded theory of transition to survivorship in older adult blood cancer survivors.,https://pubmed.ncbi.nlm.nih.gov/38651679,"Aim:
        
      
      To develop a theoretical understanding of the transition to survivorship in older adult blood cancer survivors.
    


          Design:
        
      
      Qualitative research employing Classic Glaserian Grounded Theory methods.
    


          Methods:
        
      
      Purposive and theoretical sampling recruited 17 participants via Leukaemia & Lymphoma Society© Community webpages (65-83 years) from across the US and Canada. Data from individual semi-structured interviews using HIPPA-compliant Zoom© were analysed from September 2020 to March 2021.
    


          Results:
        
      
      Participants' main concern was losing their sense of self and reclaiming self was the core category. The substantive theory of Reclaiming Self-Balancing on a Tightrope Across Time is a six-phase transition process to survivorship: receiving a blood cancer diagnosis, finding bearings, reclaiming self, persevering through, realizing a transition and living in a new reality.
    


          Conclusions:
        
      
      The transition to survivorship in older adult blood cancer survivors is a complex process because of age and disease type.
    


          Implications:
        
      
      Age-related aspects of one's sense of self and its relation to health, well-being and quality of life, as older adult blood cancer survivors advance into older age need further research. Ageism and its impact on cancer survivorship care in older adults should also be explored.
    


          Impact:
        
      
      What problem did the study address?: Existing theoretical frameworks do not explain the complex process of transition to survivorship for older adult blood cancer survivors. What were the main findings?: A substantive theory Reclaiming Self-Balancing on a Tightrope Across Time is a six-phase transition process from cancer diagnosis to survivorship characterized by an uncertain and liminal nature. Where and on whom will the research have an impact?: Understanding how older adults experience the transition to survivorship can inform age-appropriate person-centered nursing practices and healthcare policies specific to their needs.
    


          Reporting method:
        
      
      COREQ.
    


          Patient or public contribution:
        
      
      No patient or public contribution.","Affiliation
          

1 Adelphi University College of Nursing and Public Health, Garden City, New York, USA.; Affiliation
          

1 Adelphi University College of Nursing and Public Health, Garden City, New York, USA.",,2024 Apr 23.
lymphoma,Ophthalmic Manifestations in Patients with Blood Malignancies.,https://pubmed.ncbi.nlm.nih.gov/38651449,"Ocular complications can occur in up to 90% of patients with blood malignancies. Such complications range from direct infiltration to local hemostatic imbalance and treatment-related toxicity. This narrative review is based on a systematic computerized search of the literature conducted until January 2024 and examines the common ocular complications associated with blood cancers. Ocular complications from primary disease include mass effects from ocular adnexal lymphomas and intraocular lymphomas, with B-cell lymphomas accounting for 95% of primary ocular presentations. Secondary disease involvement from systemic hematological malignancies can lead to a wide range of ocular manifestations, such as leukemic retinopathy. Furthermore, toxicity from antineoplastic therapies and ocular graft versus host disease (oGVHD) after hematopoietic stem cell transplantation present additional risks to ocular health. In conclusion, ocular complications in blood cancer patients are an integral part of patient management, requiring regular ophthalmic evaluations and close collaboration between oncologists and ophthalmologists. Advances in therapy and an increased focus on early symptom recognition are essential for preserving vision and enhancing patient quality of life.","Affiliations
          

1 Department of Ophthalmology, University Magna Graecia of Catanzaro, 88100 Catanzaro, Italy.
2 Department of Biomedical Sciences, Humanitas University, via Rita Levi Montalcini 4, 20072 Milan, Italy.
3 IRCCS Humanitas Research Hospital, via Manzoni 56, 20089 Milan, Italy.
4 Eye Clinic, Department of Surgical Sciences, University of Cagliari, 09123 Cagliari, Italy.; Affiliations
          

1 Department of Ophthalmology, University Magna Graecia of Catanzaro, 88100 Catanzaro, Italy.
2 Department of Biomedical Sciences, Humanitas University, via Rita Levi Montalcini 4, 20072 Milan, Italy.
3 IRCCS Humanitas Research Hospital, via Manzoni 56, 20089 Milan, Italy.
4 Eye Clinic, Department of Surgical Sciences, University of Cagliari, 09123 Cagliari, Italy.",,2024 Mar 28;16(2):193-203.
lymphoma,Surgical Outcomes and Complications of Custom-Made Prostheses in Upper Limb Oncological Reconstruction: A Systematic Review.,https://pubmed.ncbi.nlm.nih.gov/38651430,"Bone tumors of the upper limb are a common cause of bone pain and pathological fractures in both old and young populations. Surgical reconstruction and limb salvage have become valid options for these patients despite this kind of surgery being challenging due to the need for wide bone resection and the involvement of surrounding soft tissues. Computer-assisted technology helps the surgeon in pre-operative planning and in designing customized implants. The aim of this study was to investigate the surgical outcomes and complications of custom-made prostheses in oncologic reconstruction of the upper limb and if they are reliable options for patients suffering from aggressive tumors. An electronic search on PubMed, Google Scholar, and Web of Knowledge was conducted to identify all available articles on the use of custom-made prostheses in oncological resections of the upper limb. Twenty-one studies were included in the review, comprising a total of 145 patients with a mean age of 33.68 years. The bone involved was the humerus in 93 patients, and the radius was involved in 36 patients. There were only six cases involving proximal ulna, three cases involving the scapula, and seven cases involving the elbow as well as soft tissues around it. The most frequent primary tumor was the giant cell tumor, with 36 cases, followed by osteosarcoma with 25 cases, Ewing Sarcoma with 17 cases, and Chondrosarcoma with 7 total cases. Forty patients were affected by bone metastases (such as renal cell cancer, breast cancer, melanoma, and rectal cancer) or hematologic diseases involving bone (lymphoma, myeloma, or non-Hodgkin disease). Custom-made prostheses are a viable option for patients who suffer from malignant tumors in their upper limbs. They are a reliable aid for surgeons in cases of extensive resections.","Affiliation
          

1 Hand Surgery and Orthopedics Unit, Department of Orthopaedics and Traumatology, Catholic University of Rome, Fondazione Policlinico Universitario A. Gemelli IRCCS, 00168 Rome, Italy.; Affiliation
          

1 Hand Surgery and Orthopedics Unit, Department of Orthopaedics and Traumatology, Catholic University of Rome, Fondazione Policlinico Universitario A. Gemelli IRCCS, 00168 Rome, Italy.",,2024 Apr 11;9(2):72.
Keyword,Title,URL,Abstract,Affiliations,Keywords,Publication Date
keytruda,Case report: Salivary duct carcinoma in a patient with a germline CDH1 pathogenic variant - expanding the spectrum of hereditary cancer predisposition syndromes.,https://pubmed.ncbi.nlm.nih.gov/38651154,"Introduction:
        
      
      Recently, an entity known as salivary duct carcinoma with rhabdoid features (SDC-RF) has been associated with somatic CDH1 mutations. Here we present the first known case report of conventional SDC occurring in the setting of a germline CDH1 pathogenic variant accompanied by a somatic loss of heterozygosity at the CDH1 locus.
    


          Case discussion:
        
      
      A 67-year-old man presented with chest and back pain and was found to have osteolytic lesions in the sternum and lumbar spine. Vertebral bone biopsies were positive for metastatic carcinoma of unknown primary. A molecular profiling assay consisting of both whole-exome next-generation sequencing (NGS) as well as immunohistochemistry (IHC) for select clinically-relevant proteins performed on the bone biopsy suggested a triple-negative (ER/PR/ERBB2 negative, by IHC), androgen receptor (AR IHC) positive tumor profile. Additionally, the assay uncovered a coding mutation in the CDH1 gene (c.1792C>T, p.R598*) with genomic loss of the second CDH1 allele. Germline testing returned positive for a heterozygous CDH1 pathogenic variant. PET-CT revealed a tumor in the neck suggestive of the primary malignancy consistent with that of salivary gland origin. The patient was initially treated with carboplatin and paclitaxel, then pembrolizumab, and finally with AR-directed therapy using leuprolide and enzalutamide. These treatments were not successful, and the patient eventually succumbed to his disease.
    


          Conclusion:
        
      
      Molecular testing revealed that our patient had bi-allelic inactivation of the CDH1 gene. We believe our patient developed a somatic mutation in addition to his preexisting germline CDH1 mutation that ultimately predisposed him to SDC. While previous studies have found somatic CDH1 pathogenic variants in SDC-RF, our patient was found to have a germline CDH1 pathogenic variant in the setting of conventional SDC, without rhabdoid features. This case provokes questions regarding tumor genetics and molecular profiling of SDC in patients with germline CDH1 pathogenic variants. Moreover, this case supports the notion that SDC may be the salivary counterpart of other malignancies associated with germline CDH1 pathogenic variants and may possibly expand the spectrum of tumors that arise in this familial cancer-predisposition syndrome.","Affiliations
          

1 Division of Hematology, Oncology & Transplantation, University of Minnesota, Minneapolis, MN, United States.
2 Department of Laboratory Medicine and Pathology, University of Minnesota, Minneapolis, MN, United States.; Affiliations
          

1 Division of Hematology, Oncology & Transplantation, University of Minnesota, Minneapolis, MN, United States.
2 Department of Laboratory Medicine and Pathology, University of Minnesota, Minneapolis, MN, United States.",,2024 Apr 8:14:1372382.
keytruda,Advanced Merkel cell carcinoma in setting of pembrolizumab therapy for squamous cell carcinoma.,https://pubmed.ncbi.nlm.nih.gov/38650591,No abstract available,"Affiliations
          

1 Midwestern University Arizona College of Osteopathic Medicine, Glendale, Arizona.
2 Mackenzie Dermatology, Prescott, Arizona.; Affiliations
          

1 Midwestern University Arizona College of Osteopathic Medicine, Glendale, Arizona.
2 Mackenzie Dermatology, Prescott, Arizona.",,2024 Mar 11:47:57-60.
keytruda,Significant response to pembrolizumab plus lenvatinib in Epstein-Barr-virus-associated intrahepatic cholangiocarcinoma: a case report.,https://pubmed.ncbi.nlm.nih.gov/38650446,"Background:
        
      
      The prognosis for advanced intrahepatic cholangiocarcinoma (iCCA) is poor, and there remains an urgent need to develop efficient systemic therapy. The efficacy of Pembrolizumab immunotherapy combined with lenvatinibin in iCCA is still unclear. The role of Epstein-Barr-virus (EBV) as a biomarker in iCCA for response to immunotherapy needs further exploration.
    


          Case presentation:
        
      
      We report a case of a 60-year-old female with EBV-associated advanced iCCA (EBVaiCCA) who progressed after first-line therapy. She accomplished an available response to the combination therapy of pembrolizumab with lenvatinib, with overall survival of 20 months.
    


          Conclusions:
        
      
      As far as we know, this is the first case report about the application of Pembrolizumab with lenvatinib for EBVaiCCA patients. This case indicates that the combination of immunotherapy and antiangiogenic therapy provides a glimmer of hope for advanced EBVaiCCA patients.","Affiliation
          

1 Cancer Center, Institute of Radiation Oncology, Hubei Key Laboratory of Precision Radiation Oncology, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China.; Affiliation
          

1 Cancer Center, Institute of Radiation Oncology, Hubei Key Laboratory of Precision Radiation Oncology, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China.",,2024 Dec 31;25(1):2338644.
keytruda,Cardiac and Intramuscular Metastases Following Nephroureterectomy for Metachronous Urothelial Carcinoma.,https://pubmed.ncbi.nlm.nih.gov/38650318,"BACKGROUND We present a case of metachronous cardiac and intramuscular metastases in a patient with a known history of radical nephroureterectomy for upper-tract urothelial carcinoma (UTUC). CASE REPORT A 58-year-old man had a history of metachronous renal pelvis urothelial carcinoma with prior left radical nephroureterectomy. He was also diagnosed with malignancy-associated deep vein thrombosis (DVT) and was on rivaroxaban. He presented at an oncology follow-up consult with shortness of breath and right scapular lump. CT scan revealed a soft-tissue mass at the surgical bed suspicious for local recurrence, as well as intracardiac hypodensities and intramuscular nodules in the right latissimus dorsi and right adductor muscles. The intracardiac hypodensities were located in the left atrial appendage and inter-atrial septum. Given that the patient had a history of DVT and in a pro-thrombotic state, differentials for the intracardiac densities included intracardiac thrombi or metastases. The intramuscular hypodensities were rim-enhancing. Given that the patient was on rivaroxaban, differentials included hematomas or metastases. As there was no overlying bruising and the lesions remained unchanged in size clinically, they were treated as metastases. The patient was treated with clexane but re-presented with worsening of shortness of breath and palpitations. CT scan showed increased size of intracardiac lesions, suggesting no response to anticoagulation, and therefore were likely metastatic in nature. He completed a 2-year course of IV pembrolizumab and was in complete remission. CONCLUSIONS Our case highlights the importance of this clinically challenging scenario when patients with known malignancy and on anticoagulation present with cardiac or musculoskeletal symptoms. Though these patients are at risk of thrombus and haematoma, cardiac and intramuscular metastasis should be considered, as the prognosis is guarded.","Affiliation
          

1 Department of Oncologic Imaging, National Cancer Centre, Singapore City, Singapore.; Affiliation
          

1 Department of Oncologic Imaging, National Cancer Centre, Singapore City, Singapore.",,2024 Apr 23:25:e942864.
keytruda,"Merkel Cell Carcinoma: Integrating Epidemiology, Immunology, and Therapeutic Updates.",https://pubmed.ncbi.nlm.nih.gov/38649621,"Merkel cell carcinoma (MCC) is a rare skin cancer characterized by neuroendocrine differentiation. Its carcinogenesis is based either on the integration of the Merkel cell polyomavirus or on ultraviolet (UV) mutagenesis, both of which lead to high immunogenicity either through the expression of viral proteins or neoantigens. Despite this immunogenicity resulting from viral or UV-associated carcinogenesis, it exhibits highly aggressive behavior. However, owing to the rarity of MCC and the lack of epidemiologic registries with detailed clinical data, there is some uncertainty regarding the spontaneous course of the disease. Historically, advanced MCC patients were treated with conventional cytotoxic chemotherapy yielding a median response duration of only 3 months. Starting in 2017, four programmed cell death protein 1 (PD-1)/programmed cell death-ligand 1 (PD-L1) immune checkpoint inhibitors-avelumab, pembrolizumab, nivolumab (utilized in both neoadjuvant and adjuvant settings), and retifanlimab-have demonstrated efficacy in treating patients with disseminated MCC on the basis of prospective clinical trials. However, generating clinical evidence for rare cancers, such as MCC, is challenging owing to difficulties in conducting large-scale trials, resulting in small sample sizes and therefore lacking statistical power. Thus, to comprehensively understand the available clinical evidence on various immunotherapy approaches for MCC, we also delve into the epidemiology and immune biology of this cancer. Nevertheless, while randomized studies directly comparing immune checkpoint inhibitors and chemotherapy in MCC are lacking, immunotherapy shows response rates comparable to those previously reported with chemotherapy but with more enduring responses. Notably, adjuvant nivolumab has proven superiority to the standard-of-care therapy (observation) in the adjuvant setting.","Affiliations
          

1 Department of Translational Skin Cancer Research (TSCR), German Cancer Consortium (DKTK), partner site Essen, University Duisburg-Essen, Universitätsstrasse 1, 45141, Essen, Germany. j.becker@dkfz.de.
2 Department of Dermatology, University Medicine Essen, Essen, Germany. j.becker@dkfz.de.
3 German Cancer Research Center (DKFZ), Heidelberg, Germany. j.becker@dkfz.de.
4 Institute of Medical Informatics, Biometry and Epidemiology, University Hospital Essen, Essen, Germany.
5 Cancer Registry of North Rhine-Westphalia, Bochum, Germany.
6 Department of Dermatology, University Hospital Würzburg, Würzburg, Germany.
7 Department of Dermatology, University Medicine Essen, Essen, Germany.; Affiliations
          

1 Department of Translational Skin Cancer Research (TSCR), German Cancer Consortium (DKTK), partner site Essen, University Duisburg-Essen, Universitätsstrasse 1, 45141, Essen, Germany. j.becker@dkfz.de.
2 Department of Dermatology, University Medicine Essen, Essen, Germany. j.becker@dkfz.de.
3 German Cancer Research Center (DKFZ), Heidelberg, Germany. j.becker@dkfz.de.
4 Institute of Medical Informatics, Biometry and Epidemiology, University Hospital Essen, Essen, Germany.
5 Cancer Registry of North Rhine-Westphalia, Bochum, Germany.
6 Department of Dermatology, University Hospital Würzburg, Würzburg, Germany.
7 Department of Dermatology, University Medicine Essen, Essen, Germany.",,2024 Apr 22.
